sampling_unit_code	polygon_id	type	grts_ranking	grts_ranking_draw	source
LIMLOM0475	LIMLOM0475	30	40200566	40200566	assessments monitoring cycle 1
LIMZNH0445	LIMZNH0445	30	40281810	40281810	original sample frame
ANTBSE0093	ANTBSE0093	30	40285854	40285854	watersurfaces_hab_v4
ANTRAV0134	ANTRAV0134	30	40313646	40313646	watersurfaces_hab_v4
ANTMOL0546	ANTMOL0546	30	40410230	40410230	watersurfaces_hab_v4
LIMZNH0348	LIMZNH0348	30	40412882	40412882	original sample frame
WVLBRN0433	WVLBRN0433	30	40413249	40413249	watersurfaces_hab_v4
ANTTUR0007	ANTTUR0007	30	40537390	40537390	watersurfaces_hab_v4
ANTRAV0288	ANTRAV0288	30	40540974	40540974	watersurfaces_hab_v4
LIMHEC0398	LIMHEC0398	30	40547254	40547254	watersurfaces_hab_v4
LIMHAS0541	LIMHAS0541	30	40582886	40582886	assessments monitoring cycle 1
536539_v2018	536539_v2018	30	40637505	40637505	watersurfaces_hab_v4
424241_v2020	424241_v2020	30	40688626	40688626	watersurfaces_hab_v4
534969_v2018	534969_v2018	30	40719662	40719662	watersurfaces_hab_v4
LIMGNK0056	LIMGNK0056	30	40747314	40747314	original sample frame
VBRARS0370	VBRARS0370	30	40808582	40808582	original sample frame/assessments monitoring cycle 1
LIMNEE0176	LIMNEE0176	30	40847634	40847634	original sample frame
ANTGEE0034	ANTGEE0034	30	40905526	40905526	watersurfaces_hab_v4
WVLJAB0496	WVLJAB0496	30	40943361	40943361	watersurfaces_hab_v4
WVLZED0058	WVLZED0058	30	40976129	40976129	watersurfaces_hab_v4
LIMHAS0121	LIMHAS0121	30	41068262	41068262	watersurfaces_hab_v4
LIMHAS0266	LIMHAS0266	30	41068262	41068262	watersurfaces_hab_v4
LIMHEC0026	LIMHEC0026	30	41085138	41085138	watersurfaces_hab_v4
ANTMRK0292	ANTMRK0292	30	41087390	41087390	watersurfaces_hab_v4
590297_v2018	590297_v2018	30	41153838	41153838	watersurfaces_hab_v4
LIMPEE0593	LIMPEE0593	30	41182226	41182226	watersurfaces_hab_v4
ANTDES0010	ANTDES0010	30	41310326	41310326	original sample frame
LIMGNK0898	LIMGNK0898	30	41341234	41341234	watersurfaces_hab_v4
ANTLIL0090	ANTLIL0090	30	41392598	41392598	original sample frame
ANTHUL0181	ANTHUL0181	30	41452630	41452630	original sample frame
ANTMOL0653	ANTMOL0653	30	41502838	41502838	original sample frame
LIMMSK0427	LIMMSK0427	30	41519506	41519506	watersurfaces_hab_v4
ANTGEE1081	ANTGEE1081	30	41525494	41525494	original sample frame
LIMBRE0103	LIMBRE0103	30	41590930	41590930	watersurfaces_hab_v4
ANTMOL0607	ANTMOL0607	30	41647606	41647606	watersurfaces_hab_v4
LIMHEC0405	LIMHEC0405	30	41679058	41679058	watersurfaces_hab_v4
ANTGEE1075	ANTGEE1075	30	41745910	41745910	watersurfaces_hab_v4
LIMMSK0424	LIMMSK0424	30	41759890	41759890	watersurfaces_hab_v4
LIMHHE0244	LIMHHE0244	30	41803474	41803474	original sample frame
ANTARE0027	ANTARE0027	30	41959214	41959214	original sample frame
LIMMSK0003	LIMMSK0003	30	41973586	41973586	watersurfaces_hab_v4
ANTRIJ0058	ANTRIJ0058	30	42017950	42017950	watersurfaces_hab_v4
ANTLIL0293	ANTLIL0293	30	42021334	42021334	original sample frame
WVLZED0083	WVLZED0083	30	42024705	42024705	watersurfaces_hab_v4
421251_v2020	421251_v2020	30	42063058	42063058	watersurfaces_hab_v4
ANTBSE0298	ANTBSE0298	30	42250910	42250910	original sample frame
LIMOPG0076	LIMOPG0076	30	42281554	42281554	watersurfaces_hab_v4
424248_v2020	424248_v2020	30	42359794	42359794	watersurfaces_hab_v4
ANTGEE0858	ANTGEE0858	30	42391286	42391286	watersurfaces_hab_v4
ANTTUR0300	ANTTUR0300	30	42464558	42464558	original sample frame
ANTMOL0719	ANTMOL0719	30	42555510	42555510	original sample frame
WVLHOU0563	WVLHOU0563	30	42607569	42607569	watersurfaces_hab_v4
WVLJAB0544	WVLJAB0544	30	42712833	42712833	watersurfaces_hab_v4
ANTHST0226	ANTHST0226	30	42729782	42729782	original sample frame
ANTKAS0372	ANTKAS0372	30	42757110	42757110	watersurfaces_hab_v4
538159_v2018	538159_v2018	30	42932177	42932177	watersurfaces_hab_v4
ANTLIL0449	ANTLIL0449	30	42983894	42983894	watersurfaces_hab_v4
WVLJAB0437	WVLJAB0437	30	43040513	43040513	watersurfaces_hab_v4
ANTRIJ0017	ANTRIJ0017	30	43066526	43066526	watersurfaces_hab_v4
VBRTWI0179	VBRTWI0179	30	43093926	43093926	watersurfaces_hab_v4
LIMHAS0088	LIMHAS0088	30	43099878	43099878	watersurfaces_hab_v4
LIMHAS0243	LIMHAS0243	30	43099878	43099878	watersurfaces_hab_v4
LIMHAS0744	LIMHAS0744	30	43099878	43099878	watersurfaces_hab_v4
ANTTUR0257	ANTTUR0257	30	43104302	43104302	watersurfaces_hab_v4
ANTOTH0219	ANTOTH0219	30	43122734	43122734	original sample frame
LIMLOM0233	LIMLOM0233	30	43345170	43345170	original sample frame
WVLBRN0203	WVLBRN0203	30	43358273	43358273	watersurfaces_hab_v4
LIMZNH0479	LIMZNH0479	30	43359926	43359926	watersurfaces_hab_v4
LIMHMA0158	LIMHMA0158	30	43374866	43374866	original sample frame
ANTWUU0176	ANTWUU0176	30	43423198	43423198	original sample frame
LIMHHE0306	LIMHHE0306	30	43441874	43441874	original sample frame
ANTKAS0600	ANTKAS0600	30	43576310	43576310	watersurfaces_hab_v4
ANTOLE0015	ANTOLE0015	30	43595734	43595734	original sample frame
401208_v2020	401208_v2020	30	43655401	43655401	watersurfaces_hab_v4
WVLJAB0148	WVLJAB0148	30	43826945	43826945	original sample frame
WVLHOU0693	WVLHOU0693	30	43934673	43934673	watersurfaces_hab_v4
ANTHTS0083	ANTHTS0083	30	44069846	44069846	original sample frame
ANTRIJ0021	ANTRIJ0021	30	44115102	44115102	watersurfaces_hab_v4
ANTRIJ0059	ANTRIJ0059	30	44115102	44115102	watersurfaces_hab_v4
WVLZED0150	WVLZED0150	30	44121857	44121857	watersurfaces_hab_v4
ANTBSE0338	ANTBSE0338	30	44131998	44131998	assessments monitoring cycle 1
ANTRIJ0041	ANTRIJ0041	30	44168350	44168350	original sample frame/assessments monitoring cycle 1
LIMMSK0353	LIMMSK0353	30	44201810	44201810	original sample frame/assessments monitoring cycle 1
ANTBSE0381	ANTBSE0381	30	44316318	44316318	watersurfaces_hab_v4
ANTLIL0091	ANTLIL0091	30	44478934	44478934	original sample frame
WVLHOU0568	WVLHOU0568	30	44585937	44585937	watersurfaces_hab_v4
ANTOTH0313	ANTOTH0313	30	44587566	44587566	original sample frame
ANTOLE0041	ANTOLE0041	30	44644310	44644310	original sample frame
ANTTUR0276	ANTTUR0276	30	44769582	44769582	original sample frame
LIMZNH0442	LIMZNH0442	30	44869330	44869330	original sample frame
WVLZED0113	WVLZED0113	30	44908289	44908289	watersurfaces_hab_v4
312330_v2016	312330_v2016	30	44992210	44992210	original sample frame
510156_v2018	510156_v2018	30	44998774	44998774	watersurfaces_hab_v4
LIMDST0118	LIMDST0118	30	45060690	45060690	original sample frame
LIMHAS0719	LIMHAS0719	30	45262566	45262566	watersurfaces_hab_v4
ANTWUU0177	ANTWUU0177	30	45299166	45299166	watersurfaces_hab_v4
WVLZED0502	WVLZED0502	30	45367041	45367041	watersurfaces_hab_v4
314405_v2016	314405_v2016	30	45450962	45450962	original sample frame
ANTKAS0459	ANTKAS0459	30	45469686	45469686	watersurfaces_hab_v4
ANTLIL0275	ANTLIL0275	30	45611478	45611478	original sample frame
WVLBRN0417	WVLBRN0417	30	45618241	45618241	original sample frame
WVLJAB0597	WVLJAB0597	30	45629185	45629185	watersurfaces_hab_v4
ANTGEE0846	ANTGEE0846	30	45684470	45684470	watersurfaces_hab_v4
LIMBRE0062	LIMBRE0062	30	45899922	45899922	watersurfaces_hab_v4
LIMMSK0466	LIMMSK0466	30	45954194	45954194	watersurfaces_hab_v4
WVLZED0032	WVLZED0032	30	45956865	45956865	watersurfaces_hab_v4
LIMHAS0736	LIMHAS0736	30	45967078	45967078	watersurfaces_hab_v4
WVLJAB0443	WVLJAB0443	30	46186241	46186241	watersurfaces_hab_v4
ANTGEE0938	ANTGEE0938	30	46192374	46192374	watersurfaces_hab_v4
426194_v2020	426194_v2020	30	46239654	46239654	watersurfaces_hab_v4
WVLZNB0856	WVLZNB0856	30	46245329	46245329	watersurfaces_hab_v4
LIMHAS0704	LIMHAS0704	30	46245606	46245606	watersurfaces_hab_v4
472089_v2018	472089_v2018	30	46259922	46259922	original sample frame
ANTHGS0006	ANTHGS0006	30	46283870	46283870	watersurfaces_hab_v4
LIMHAS0093	LIMHAS0093	30	46311142	46311142	watersurfaces_hab_v4
LIMHAS0271	LIMHAS0271	30	46311142	46311142	watersurfaces_hab_v4
ANTRET0186	ANTRET0186	30	46362158	46362158	original sample frame/assessments monitoring cycle 1
WVLJAB0157	WVLJAB0157	30	46546689	46546689	original sample frame
LIMLNK0245	LIMLNK0245	30	46619634	46619634	watersurfaces_hab_v4
515133_v2018	515133_v2018	30	46780406	46780406	watersurfaces_hab_v4
LIMNEE0180	LIMNEE0180	30	46811410	46811410	original sample frame
ANTHST0366	ANTHST0366	30	46924086	46924086	original sample frame
ANTBSE0162	ANTBSE0162	30	46969502	46969502	watersurfaces_hab_v4
ANTARE0200	ANTARE0200	30	47027950	47027950	assessments monitoring cycle 1
510263_v2018	510263_v2018	30	47041654	47041654	watersurfaces_hab_v4
LIMMGR0371	LIMMGR0371	30	47095762	47095762	original sample frame
LIMHHE0002	LIMHHE0002	30	47109330	47109330	original sample frame/assessments monitoring cycle 1
ANTBCT0438	ANTBCT0438	30	47192286	47192286	watersurfaces_hab_v4
LIMLNK0039	LIMLNK0039	30	47249394	47249394	original sample frame
LIMHAS0087	LIMHAS0087	30	47294182	47294182	watersurfaces_hab_v4
LIMHAS0178	LIMHAS0178	30	47294182	47294182	watersurfaces_hab_v4
LIMHAS0264	LIMHAS0264	30	47294182	47294182	watersurfaces_hab_v4
LIMHAS0746	LIMHAS0746	30	47294182	47294182	watersurfaces_hab_v4
ANTMRK0247	ANTMRK0247	30	47297838	47297838	watersurfaces_hab_v4
WVLHOU0560	WVLHOU0560	30	47326161	47326161	watersurfaces_hab_v4
LIMHAS0753	LIMHAS0753	30	47359718	47359718	watersurfaces_hab_v4
VBRBEG0666	VBRBEG0666	30	47471958	47471958	original sample frame
405560_v2020	405560_v2020	30	47484838	47484838	watersurfaces_hab_v4
WVLHOU0694	WVLHOU0694	30	47490001	47490001	watersurfaces_hab_v4
LIMMSM0016	LIMMSM0016	30	47498226	47498226	watersurfaces_hab_v4
LIMHEC0377	LIMHEC0377	30	47563702	47563702	watersurfaces_hab_v4
ANTRIJ0052	ANTRIJ0052	30	47838366	47838366	watersurfaces_hab_v4
LIMZNH0437	LIMZNH0437	30	47924946	47924946	watersurfaces_hab_v4
481511_v2018	481511_v2018	30	47940801	47940801	original sample frame
550560_v2018	550560_v2018	30	47980690	47980690	watersurfaces_hab_v4
ANTLIL0032	ANTLIL0032	30	48017878	48017878	original sample frame
WVLHOU0418	WVLHOU0418	30	48047057	48047057	watersurfaces_hab_v4
ANTTUR0006	ANTTUR0006	30	48051502	48051502	watersurfaces_hab_v4
LIMKIN0192	LIMKIN0192	30	48089490	48089490	watersurfaces_hab_v4
ANTMAL0243	ANTMAL0243	30	48159902	48159902	original sample frame
ANTHST0456	ANTHST0456	30	48165206	48165206	watersurfaces_hab_v4
WVLHOU0397	WVLHOU0397	30	48175057	48175057	watersurfaces_hab_v4
ANTHEI0155	ANTHEI0155	30	48206678	48206678	original sample frame
ANTRIJ0049	ANTRIJ0049	30	48309406	48309406	watersurfaces_hab_v4
WVLZED0087	WVLZED0087	30	48316161	48316161	watersurfaces_hab_v4
WVLJAB0448	WVLJAB0448	30	48381697	48381697	watersurfaces_hab_v4
ANTHST0066	ANTHST0066	30	48492886	48492886	original sample frame
LIMLOM0113	LIMLOM0113	30	48564598	48564598	watersurfaces_hab_v4
WVLHOU0558	WVLHOU0558	30	48571345	48571345	watersurfaces_hab_v4
ANTTUR0359	ANTTUR0359	30	48682030	48682030	watersurfaces_hab_v4
LIMBRG0249	LIMBRG0249	30	48848822	48848822	watersurfaces_hab_v4
ANTHUL0205	ANTHUL0205	30	48981078	48981078	watersurfaces_hab_v4
ANTTUR0047	ANTTUR0047	30	49029422	49029422	watersurfaces_hab_v4
LIMLNK0116	LIMLNK0116	30	49068018	49068018	watersurfaces_hab_v4
ANTTUR0297	ANTTUR0297	30	49108270	49108270	watersurfaces_hab_v4
ANTHGS0506	ANTHGS0506	30	49204638	49204638	watersurfaces_hab_v4
474206_v2018	474206_v2018	30	49297134	49297134	original sample frame
LIMHEC0046	LIMHEC0046	30	49300086	49300086	watersurfaces_hab_v4
ANTRET0199	ANTRET0199	30	49311278	49311278	original sample frame/assessments monitoring cycle 1
LIMHAS0092	LIMHAS0092	30	49456870	49456870	watersurfaces_hab_v4
LIMHAS0245	LIMHAS0245	30	49456870	49456870	watersurfaces_hab_v4
LIMHAS0286	LIMHAS0286	30	49456870	49456870	watersurfaces_hab_v4
LIMTES0166	LIMTES0166	30	49508406	49508406	original sample frame
WVLJAB0556	WVLJAB0556	30	49561345	49561345	watersurfaces_hab_v4
ANTKAS0353	ANTKAS0353	30	49638390	49638390	original sample frame
600121_v2018	600121_v2018	30	49650222	49650222	watersurfaces_hab_v4
LIMHHE0009	LIMHHE0009	30	49665234	49665234	watersurfaces_hab_v4
LIMNEE0181	LIMNEE0181	30	49727762	49727762	original sample frame
ANTMOL0527	ANTMOL0527	30	49768174	49768174	original sample frame
LIMZNH0508	LIMZNH0508	30	49785554	49785554	assessments monitoring cycle 1
LIMZNH0509	LIMZNH0509	30	49813202	49813202	watersurfaces_hab_v4
ANTRAV0294	ANTRAV0294	30	49888046	49888046	original sample frame
LIMLUM0233	LIMLUM0233	30	49902262	49902262	original sample frame
ANTLIL0327	ANTLIL0327	30	50115030	50115030	watersurfaces_hab_v4
ANTKAS0343	ANTKAS0343	30	50129966	50129966	watersurfaces_hab_v4
534966_v2018	534966_v2018	30	50156846	50156846	watersurfaces_hab_v4
ANTGEE0834	ANTGEE0834	30	50251766	50251766	original sample frame
LIMASS1087	LIMASS1087	30	50315730	50315730	watersurfaces_hab_v4
WVLHOU0021	WVLHOU0021	30	50354129	50354129	watersurfaces_hab_v4
ANTRAV0378	ANTRAV0378	30	50390830	50390830	original sample frame
WVLZED0194	WVLZED0194	30	50413313	50413313	watersurfaces_hab_v4
609471_v2018	609471_v2018	30	50418990	50418990	watersurfaces_hab_v4
LIMHAS0170	LIMHAS0170	30	50439910	50439910	watersurfaces_hab_v4
LIMHAS0863	LIMHAS0863	30	50439910	50439910	watersurfaces_hab_v4
472087_v2018	472087_v2018	30	50454226	50454226	original sample frame
LIMGNK0144	LIMGNK0144	30	50575666	50575666	original sample frame
ANTBSE0159	ANTBSE0159	30	50607774	50607774	watersurfaces_hab_v4
ANTKAS0435	ANTKAS0435	30	50614262	50614262	watersurfaces_hab_v4
LIMZNH0174	LIMZNH0174	30	50634422	50634422	watersurfaces_hab_v4
ANTKAS0593	ANTKAS0593	30	50713646	50713646	watersurfaces_hab_v4
ANTRAV0387	ANTRAV0387	30	50734894	50734894	original sample frame
ANTMOL0090	ANTMOL0090	30	50741998	50741998	original sample frame
WVLBRN0392	WVLBRN0392	30	50849857	50849857	original sample frame
LIMHAS0525	LIMHAS0525	30	50893106	50893106	watersurfaces_hab_v4
LIMGNK0083	LIMGNK0083	30	50909490	50909490	watersurfaces_hab_v4
ANTTUR0242	ANTTUR0242	30	50958382	50958382	watersurfaces_hab_v4
ANTBSE0037	ANTBSE0037	30	51046046	51046046	watersurfaces_hab_v4
534855_v2018	534855_v2018	30	51074350	51074350	watersurfaces_hab_v4
WVLJAB0432	WVLJAB0432	30	51101441	51101441	watersurfaces_hab_v4
629213_v2020	629213_v2020	30	51112694	51112694	watersurfaces_hab_v4
ANTZAN0206	ANTZAN0206	30	51304150	51304150	original sample frame
LIMHAS0620	LIMHAS0620	30	51330790	51330790	watersurfaces_hab_v4
ANTRAV0293	ANTRAV0293	30	51354414	51354414	watersurfaces_hab_v4
LIMMSK0100	LIMMSK0100	30	51373906	51373906	watersurfaces_hab_v4
LIMNEE0321	LIMNEE0321	30	51441170	51441170	watersurfaces_hab_v4
LIMHHE0318	LIMHHE0318	30	51502802	51502802	original sample frame
LIMHEC0233	LIMHEC0233	30	51513106	51513106	watersurfaces_hab_v4
ANTMRK0255	ANTMRK0255	30	51516718	51516718	watersurfaces_hab_v4
425818_v2020	425818_v2020	30	51548070	51548070	watersurfaces_hab_v4
LIMHAS0114	LIMHAS0114	30	51554022	51554022	watersurfaces_hab_v4
LIMHAS0240	LIMHAS0240	30	51554022	51554022	watersurfaces_hab_v4
ANTOTH0034	ANTOTH0034	30	51642414	51642414	original sample frame
LIMLUM0401	LIMLUM0401	30	51728822	51728822	assessments monitoring cycle 1
ANTLIL0323	ANTLIL0323	30	51753430	51753430	watersurfaces_hab_v4
LIMOPG0121	LIMOPG0121	30	51755602	51755602	watersurfaces_hab_v4
ANTKAS0402	ANTKAS0402	30	51829750	51829750	original sample frame
ANTGEE0163	ANTGEE0163	30	51959542	51959542	watersurfaces_hab_v4
ANTHST0646	ANTHST0646	30	52166966	52166966	original sample frame
WVLDIK0966	WVLDIK0966	30	52235761	52235761	watersurfaces_hab_v4
VBRARS0052	VBRARS0052	30	52289670	52289670	assessments monitoring cycle 1
WVLHOU0400	WVLHOU0400	30	52369361	52369361	watersurfaces_hab_v4
ANTTUR0298	ANTTUR0298	30	52385070	52385070	watersurfaces_hab_v4
ANTKAS0036	ANTKAS0036	30	52414198	52414198	original sample frame
LIMZNH0429	LIMZNH0429	30	52416230	52416230	watersurfaces_hab_v4
VBRTWI0180	VBRTWI0180	30	52465574	52465574	watersurfaces_hab_v4
ANTRIJ0025	ANTRIJ0025	30	52503710	52503710	watersurfaces_hab_v4
LIMHVL0150	LIMHVL0150	30	52522678	52522678	watersurfaces_hab_v4
WVLZNB0849	WVLZNB0849	30	52536785	52536785	watersurfaces_hab_v4
LIMOPG0156	LIMOPG0156	30	52611666	52611666	watersurfaces_hab_v4
OVLALT0332	OVLALT0332	30	52772809	52772809	original sample frame/assessments monitoring cycle 1
ANTTUR0293	ANTTUR0293	30	52778286	52778286	watersurfaces_hab_v4
ANTBCT0765	ANTBCT0765	30	52782558	52782558	watersurfaces_hab_v4
ANTBCT0636	ANTBCT0636	30	52798622	52798622	watersurfaces_hab_v4
413031_v2020	413031_v2020	30	52851030	52851030	watersurfaces_hab_v4
LIMGNK0899	LIMGNK0899	30	52875570	52875570	watersurfaces_hab_v4
LIMMGR0271	LIMMGR0271	30	52931538	52931538	watersurfaces_hab_v4
LIMHHE0309	LIMHHE0309	30	9952978	52944594	original sample frame
LIMHHE0310	LIMHHE0310	30	36167378	52944594	original sample frame
LIMHHE0311	LIMHHE0311	30	47439570	52944594	original sample frame
ANTGEE0100	ANTGEE0100	30	52947702	52947702	watersurfaces_hab_v4
WVLBRN0431	WVLBRN0431	30	52996161	52996161	watersurfaces_hab_v4
WVLBRU0058	WVLBRU0058	30	53099777	53099777	watersurfaces_hab_v4
ANTHST0319	ANTHST0319	30	53215542	53215542	original sample frame
ANTHST0655	ANTHST0655	30	53215542	53215542	original sample frame
LIMPEE0587	LIMPEE0587	30	53258450	53258450	watersurfaces_hab_v4
WVLZED0180	WVLZED0180	30	53296897	53296897	watersurfaces_hab_v4
LIMHAS0126	LIMHAS0126	30	53307110	53307110	watersurfaces_hab_v4
LIMHAS0199	LIMHAS0199	30	53307110	53307110	watersurfaces_hab_v4
LIMHAS0281	LIMHAS0281	30	53307110	53307110	assessments monitoring cycle 1
LIMHAS0871	LIMHAS0871	30	53307110	53307110	watersurfaces_hab_v4
ANTMAL0275	ANTMAL0275	30	53376158	53376158	watersurfaces_hab_v4
WVLZED0081	WVLZED0081	30	53427969	53427969	watersurfaces_hab_v4
509521_v2018	509521_v2018	30	53430034	53430034	watersurfaces_hab_v4
VBRHOL0032	VBRHOL0032	30	53444486	53444486	watersurfaces_hab_v4
VBRHOL0039	VBRHOL0039	30	53444486	53444486	watersurfaces_hab_v4
ANTGEE0862	ANTGEE0862	30	53532406	53532406	watersurfaces_hab_v4
ANTLKD0263	ANTLKD0263	30	53647670	53647670	watersurfaces_hab_v4
LIMHAS0267	LIMHAS0267	30	53651174	53651174	watersurfaces_hab_v4
LIMHAS0876	LIMHAS0876	30	53651174	53651174	watersurfaces_hab_v4
ANTKAL0381	ANTKAL0381	30	53654238	53654238	original sample frame
ANTBAA0042	ANTBAA0042	30	53751086	53751086	watersurfaces_hab_v4
ANTRET0192	ANTRET0192	30	53767726	53767726	original sample frame
ANTRAV0297	ANTRAV0297	30	53791534	53791534	original sample frame/assessments monitoring cycle 1
LIMHHE0320	LIMHHE0320	30	53894866	53894866	watersurfaces_hab_v4
LIMPEE0011	LIMPEE0011	30	54006546	54006546	watersurfaces_hab_v4
WVLJAB0126	WVLJAB0126	30	54017793	54017793	watersurfaces_hab_v4
WVLHOU0687	WVLHOU0687	30	54043601	54043601	watersurfaces_hab_v4
LIMMGR0011	LIMMGR0011	30	54176722	54176722	assessments monitoring cycle 1
LIMZNH0469	LIMZNH0469	30	54206134	54206134	watersurfaces_hab_v4
VBRARS0555	VBRARS0555	30	54386822	54386822	watersurfaces_hab_v4
ANTHST0407	ANTHST0407	30	54395190	54395190	original sample frame
ANTBSE0215	ANTBSE0215	30	54421150	54421150	assessments monitoring cycle 1
LIMMSM0167	LIMMSM0167	30	54423538	54423538	original sample frame
LIMTES0480	LIMTES0480	30	54464566	54464566	original sample frame
ANTTUR0028	ANTTUR0028	30	54518062	54518062	watersurfaces_hab_v4
ANTTUR0305	ANTTUR0305	30	54531374	54531374	watersurfaces_hab_v4
WVLBRN0405	WVLBRN0405	30	54596673	54596673	watersurfaces_hab_v4
112961_v2014	112961_v2014	30	54633782	54633782	original sample frame
LIMHAS0706	LIMHAS0706	30	54634214	54634214	watersurfaces_hab_v4
ANTMRK0301	ANTMRK0301	30	54662446	54662446	watersurfaces_hab_v4
LIMTES0125	LIMTES0125	30	54751286	54751286	original sample frame
ANTBAA0036	ANTBAA0036	30	54787374	54787374	assessments monitoring cycle 1
ANTLIL0415	ANTLIL0415	30	54912046	54912046	original sample frame/assessments monitoring cycle 1
LIMHLN0122	LIMHLN0122	30	54959158	54959158	original sample frame
LIMGNK0156	LIMGNK0156	30	54966578	54966578	original sample frame
WVLHOU0567	WVLHOU0567	30	55071697	55071697	watersurfaces_hab_v4
LIMZNH0312	LIMZNH0312	30	55092946	55092946	original sample frame
ANTRET0068	ANTRET0068	30	55164150	55164150	watersurfaces_hab_v4
ANTBCT0341	ANTBCT0341	30	55276766	55276766	original sample frame
LIMBRE0184	LIMBRE0184	30	55451794	55451794	watersurfaces_hab_v4
ANTHST0457	ANTHST0457	30	55505238	55505238	original sample frame
ANTRAV0192	ANTRAV0192	30	55548718	55548718	original sample frame
ANTMOL0561	ANTMOL0561	30	55571574	55571574	watersurfaces_hab_v4
LIMHAS0703	LIMHAS0703	30	55682790	55682790	watersurfaces_hab_v4
ANTLKD0377	ANTLKD0377	30	55842614	55842614	original sample frame
WVLJAB0206	WVLJAB0206	30	55885569	55885569	original sample frame/assessments monitoring cycle 1
ANTARE0324	ANTARE0324	30	55933486	55933486	original sample frame
546276_v2018	546276_v2018	30	55937334	55937334	watersurfaces_hab_v4
ANTOTH0017	ANTOTH0017	30	55963950	55963950	original sample frame
ANTHST0659	ANTHST0659	30	55996758	55996758	watersurfaces_hab_v4
ANTMOL0578	ANTMOL0578	30	56221814	56221814	watersurfaces_hab_v4
409689_v2020	409689_v2020	30	56267058	56267058	watersurfaces_hab_v4
ANTRAV0304	ANTRAV0304	30	56285998	56285998	watersurfaces_hab_v4
ANTLIL0530	ANTLIL0530	30	56353238	56353238	watersurfaces_hab_v4
LIMKIN0148	LIMKIN0148	30	56424850	56424850	watersurfaces_hab_v4
ANTHST0399	ANTHST0399	30	56492342	56492342	original sample frame
WVLHOU0398	WVLHOU0398	30	56563665	56563665	watersurfaces_hab_v4
